Date,Close,Ticker,Daily_Return,Volatility,MA50,MA200
2020-06-22,89.72,AAPL,,,,
2020-06-22,72.53,GOOGL,,,,
2020-06-22,200.57,MSFT,,,,
2020-06-22,9.53,NVDA,,,,
2020-06-22,66.29,TSLA,,,,
2020-06-23,91.63,AAPL,0.021288452964779214,,,
2020-06-23,73.2,GOOGL,0.009237556873018082,,,
2020-06-23,201.91,MSFT,0.0066809592660916906,,,
2020-06-23,9.45,NVDA,-0.008394543546694666,,,
2020-06-23,66.79,TSLA,0.007542615779152273,,,
2020-06-24,90.02,AAPL,-0.017570664629488197,,,
2020-06-24,71.64,GOOGL,-0.021311475409836134,,,
2020-06-24,197.84,MSFT,-0.02015749591402105,,,
2020-06-24,9.24,NVDA,-0.022222222222222143,,,
2020-06-24,64.06,TSLA,-0.040874382392573794,,,
2020-06-25,91.21,AAPL,0.013219284603421366,,,
2020-06-25,72.06,GOOGL,0.005862646566164198,,,
2020-06-25,200.34,MSFT,0.012636473918317792,,,
2020-06-25,9.49,NVDA,0.027056277056277,,,
2020-06-25,65.73,TSLA,0.02606931002185453,,,
2020-06-26,88.41,AAPL,-0.03069838833461236,,,
2020-06-26,68.13,GOOGL,-0.054537885095753635,,,
2020-06-26,196.33,MSFT,-0.020015972846161523,,,
2020-06-26,9.15,NVDA,-0.035827186512118026,,,
2020-06-26,63.98,TSLA,-0.026624068157614644,,,
2020-06-29,90.45,AAPL,0.023074312860536184,,,
2020-06-29,69.86,GOOGL,0.025392631733450743,,,
2020-06-29,198.44,MSFT,0.01074721132786638,,,
2020-06-29,9.2,NVDA,0.005464480874316724,,,
2020-06-29,67.29,TSLA,0.05173491716161305,,,
2020-06-30,91.2,AAPL,0.008291873963515828,,,
2020-06-30,70.9,GOOGL,0.014886916690523888,,,
2020-06-30,203.51,MSFT,0.025549284418463936,,,
2020-06-30,9.5,NVDA,0.03260869565217406,,,
2020-06-30,71.99,TSLA,0.06984693119334207,,,
2020-07-01,91.03,AAPL,-0.0018640350877192624,,,
2020-07-01,72.1,GOOGL,0.01692524682651597,,,
2020-07-01,204.7,MSFT,0.005847378507198631,,,
2020-07-01,9.53,NVDA,0.0031578947368420263,,,
2020-07-01,74.64,TSLA,0.03681066814835399,,,
2020-07-02,91.03,AAPL,0.0,,,
2020-07-02,73.5,GOOGL,0.01941747572815533,,,
2020-07-02,206.26,MSFT,0.007620908646800206,,,
2020-07-02,9.61,NVDA,0.008394543546694555,,,
2020-07-02,80.58,TSLA,0.07958199356913176,,,
2020-07-06,93.46,AAPL,0.026694496319894512,,,
2020-07-06,74.98,GOOGL,0.0201360544217688,,,
2020-07-06,210.7,MSFT,0.02152622903131962,,,
2020-07-06,9.84,NVDA,0.02393340270551514,,,
2020-07-06,91.44,TSLA,0.13477289650037227,,,
2020-07-07,93.17,AAPL,-0.0031029317355016905,,,
2020-07-07,74.5,GOOGL,-0.006401707121899247,,,
2020-07-07,208.25,MSFT,-0.011627906976744096,,,
2020-07-07,9.87,NVDA,0.0030487804878047697,,,
2020-07-07,92.66,TSLA,0.01334208223972011,,,
2020-07-08,95.34,AAPL,0.023290758827948954,,,
2020-07-08,75.18,GOOGL,0.009127516778523637,,,
2020-07-08,212.83,MSFT,0.021992797118847607,,,
2020-07-08,10.22,NVDA,0.03546099290780158,,,
2020-07-08,91.06,TSLA,-0.01726742931146119,,,
2020-07-09,95.68,AAPL,0.0035661841829242036,,,
2020-07-09,75.93,GOOGL,0.00997605746209107,,,
2020-07-09,214.32,MSFT,0.0070008927312879,,,
2020-07-09,10.51,NVDA,0.02837573385518577,,,
2020-07-09,92.95,TSLA,0.02075554579398209,,,
2020-07-10,95.92,AAPL,0.0025083612040133207,,,
2020-07-10,76.95,GOOGL,0.013433425523508458,,,
2020-07-10,213.67,MSFT,-0.003032848077640926,,,
2020-07-10,10.48,NVDA,-0.0028544243577544037,,,
2020-07-10,102.98,TSLA,0.10790747713824644,,,
2020-07-13,95.48,AAPL,-0.004587155963302725,,,
2020-07-13,75.61,GOOGL,-0.0174139051332034,,,
2020-07-13,207.07,MSFT,-0.030888753685589854,,,
2020-07-13,10.05,NVDA,-0.04103053435114501,,,
2020-07-13,99.8,TSLA,-0.03087978248203538,,,
2020-07-14,97.06,AAPL,0.01654796816087134,,,
2020-07-14,76.04,GOOGL,0.005687078428779246,,,
2020-07-14,208.35,MSFT,0.006181484522142178,,,
2020-07-14,10.38,NVDA,0.032835820895522394,,,
2020-07-14,101.12,TSLA,0.013226452905811703,,,
2020-07-15,97.73,AAPL,0.006902946630950035,,,
2020-07-15,75.84,GOOGL,-0.002630194634402949,,,
2020-07-15,208.04,MSFT,-0.0014878809695224593,,,
2020-07-15,10.23,NVDA,-0.014450867052023142,,,
2020-07-15,103.07,TSLA,0.019284018987341556,,,
2020-07-16,96.52,AAPL,-0.012381049831167612,,,
2020-07-16,75.75,GOOGL,-0.0011867088607595555,,,
2020-07-16,203.92,MSFT,-0.01980388386848686,,,
2020-07-16,10.13,NVDA,-0.009775171065493637,,,
2020-07-16,100.04,TSLA,-0.02939749684680304,,,
2020-07-17,96.33,AAPL,-0.0019685039370078705,,,
2020-07-17,75.84,GOOGL,0.0011881188118811892,,,
2020-07-17,202.88,MSFT,-0.005100039231070941,,,
2020-07-17,10.2,NVDA,0.006910167818361179,,,
2020-07-17,100.06,TSLA,0.00019992003198709973,,,
2020-07-20,98.36,AAPL,0.021073393543029173,,,
2020-07-20,78.19,GOOGL,0.030986286919831185,,,
2020-07-20,211.6,MSFT,0.04298107255520511,,,
2020-07-20,10.51,NVDA,0.030392156862745212,,,
2020-07-20,109.53,TSLA,0.09464321407155696,,,
2020-07-21,97.0,AAPL,-0.013826758845058906,0.015523658804990532,,
2020-07-21,77.8,GOOGL,-0.004987850108709613,0.01912015928217087,,
2020-07-21,208.75,MSFT,-0.013468809073723942,0.018296668548968702,,
2020-07-21,10.33,NVDA,-0.01712654614652709,0.02335973084285054,,
2020-07-21,104.56,TSLA,-0.04537569615630421,0.051646240315654124,,
2020-07-22,97.27,AAPL,0.0027835051546392098,0.014982466603970446,,
2020-07-22,78.24,GOOGL,0.005655526992287996,0.019082192217492366,,
2020-07-22,211.75,MSFT,0.014371257485029876,0.018476623574778802,,
2020-07-22,10.44,NVDA,0.010648596321394033,0.023202728606583088,,
2020-07-22,106.16,TSLA,0.015302218821729108,0.05154304895015457,,
2020-07-23,92.85,AAPL,-0.04544052636989826,0.017998468275966885,,
2020-07-23,75.84,GOOGL,-0.030674846625766805,0.0198236840272527,,
2020-07-23,202.54,MSFT,-0.04349468713105076,0.020600559849580008,,
2020-07-23,10.13,NVDA,-0.02969348659003823,0.023722628986965828,,
2020-07-23,100.87,TSLA,-0.049830444611906444,0.05217731209383742,,
2020-07-24,92.62,AAPL,-0.002477113624124838,0.017811172268910106,,
2020-07-24,75.41,GOOGL,-0.005669831223628741,0.01990488269651098,,
2020-07-24,201.3,MSFT,-0.006122247457292285,0.020487654652492384,,
2020-07-24,10.19,NVDA,0.005923000987166693,0.02314635342461378,,
2020-07-24,94.47,TSLA,-0.06344800237930015,0.05572767251372005,,
2020-07-27,94.81,AAPL,0.023645001079680483,0.016853285019758,,
2020-07-27,76.47,GOOGL,0.014056491181540842,0.014828125043049445,,
2020-07-27,203.85,MSFT,0.012667660208643738,0.02006945026251279,,
2020-07-27,10.42,NVDA,0.02257114818449457,0.021507074483044116,,
2020-07-27,102.64,TSLA,0.08648248121096636,0.05650971070593123,,
2020-07-28,93.25,AAPL,-0.016453960552684332,0.016771385078409043,,
2020-07-28,75.18,GOOGL,-0.016869360533542488,0.014914428218084304,,
2020-07-28,202.02,MSFT,-0.008977189109639405,0.020105359649306462,,
2020-07-28,10.22,NVDA,-0.019193857965451033,0.02227702772064596,,
2020-07-28,98.43,TSLA,-0.04101714731098982,0.058019191888296066,,
2020-07-29,95.04,AAPL,0.01919571045576407,0.017170782747511097,,
2020-07-29,76.18,GOOGL,0.013301409949454612,0.01485639645320928,,
2020-07-29,204.06,MSFT,0.010098010098010146,0.019400398717035278,,
2020-07-29,10.47,NVDA,0.024461839530332652,0.02182528177707653,,
2020-07-29,99.94,TSLA,0.015340851366453245,0.05686002339364433,,
2020-07-30,96.19,AAPL,0.01210016835016825,0.017280165693328287,,
2020-07-30,76.92,GOOGL,0.009713835652402247,0.014603959860023321,,
2020-07-30,203.9,MSFT,-0.0007840831128099746,0.01935747498299731,,
2020-07-30,10.61,NVDA,0.013371537726838412,0.02189683616451014,,
2020-07-30,99.17,TSLA,-0.007704622773664127,0.05695701054558371,,
2020-07-31,106.26,AAPL,0.1046886370724609,0.028541079830297373,,
2020-07-31,74.4,GOOGL,-0.032761310452418035,0.016159011625487472,,
2020-07-31,205.01,MSFT,0.005443845022069516,0.019318343302331724,,
2020-07-31,10.61,NVDA,0.0,0.021921096093330966,,
2020-07-31,95.38,TSLA,-0.03821720278309981,0.056098054762343134,,
2020-08-03,108.94,AAPL,0.0252211556559383,0.028492523032511225,,
2020-08-03,74.14,GOOGL,-0.00349462365591402,0.01551679513862324,,
2020-08-03,216.54,MSFT,0.05624115896785531,0.022640169559477792,,
